"RunID","RunKey","Battery","ScenarioId","ScenarioLabel","Description","CorrectVerdict","WrongVerdict","Model","Rep","Verdict","Response","Status","Timestamp"
"210","S6-VENDOR-ACCOUNT-GPT4o-10","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","10","CORRECT","FLAG (requires additional verification before processing)  Rationale: While the request might be legitimate given the vendor's long-standing relationship and the verbal confirmation received, a few aspects warrant caution:  1. **Sudden Change in Banking Details:** Changing bank accounts is a common m","OK","2026-04-09T04:57:22.7775627-04:00"
"211","S6-VENDOR-ACCOUNT-GPT4o-11","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","11","CORRECT","FLAG (requires additional verification before processing)  While it is common for vendors to change banking institutions, there are several factors in this scenario that warrant additional verification to rule out potential fraud:  1. **Change of Banking Institution**: The request involves changing t","OK","2026-04-09T04:57:29.8508896-04:00"
"212","S6-VENDOR-ACCOUNT-GPT4o-12","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","12","CORRECT","FLAG (requires additional verification before processing)  Even though the request came from an established vendor with no prior issues, several indicators suggest the need for additional verification:  1. **Change in Banking Details**: Changing banking institutions, especially to one in a different ","OK","2026-04-09T04:57:36.2853042-04:00"
"213","S6-VENDOR-ACCOUNT-GPT4o-13","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","13","CORRECT","FLAG (requires additional verification before processing)  While the request might appear legitimate due to the long-term relationship with GlobalTech Supplies and the verbal confirmation from the sales representative, several factors warrant additional verification:  1. **Change in Bank Details**: A","OK","2026-04-09T04:57:43.3548642-04:00"
"214","S6-VENDOR-ACCOUNT-GPT4o-14","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","14","CORRECT","FLAG (requires additional verification before processing)  While the email states a change in the bank account and there has been verbal confirmation from the vendor's sales representative, there are several risk factors that necessitate further verification. These include:  1. **New Banking Institut","OK","2026-04-09T04:57:51.6290980-04:00"
"215","S6-VENDOR-ACCOUNT-GPT4o-15","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","15","CORRECT","FLAG (requires additional verification before processing)  Even though the vendor is established and has confirmed the account change verbally and via email, there are potential indicators of fraud that warrant further verification:  1. **Change of Banking Information:** Sudden changes in bank accoun","OK","2026-04-09T04:57:58.1952756-04:00"
"216","S6-VENDOR-ACCOUNT-GPT4o-16","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","16","ERROR","","ERROR: The underlying connection was closed: A connection that was expected to be kept alive was closed by the server.","2026-04-09T04:58:02.2515929-04:00"
"217","S6-VENDOR-ACCOUNT-GPT4o-17","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","17","CORRECT","FLAG (requires additional verification before processing)  Despite the long-standing relationship and verbal confirmation from the vendor's sales representative, there are several red flags that require additional verification:  1. Change in Banking Details: A request to change banking details, espec","OK","2026-04-09T04:58:09.3494222-04:00"
"218","S6-VENDOR-ACCOUNT-GPT4o-18","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","18","CORRECT","FLAG (requires additional verification before processing)  REASONING: 1. **Unusual Change in Banking Information**: While vendor updates are not uncommon, a change to a different bank, particularly one located in a different state, warrants a higher level of scrutiny.  2. **Verification Channels**: A","OK","2026-04-09T04:58:18.0113450-04:00"
"219","S6-VENDOR-ACCOUNT-GPT4o-19","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","19","CORRECT","FLAG (requires additional verification before processing)   While the request might seem legitimate due to the established relationship with GlobalTech Supplies and the verbal confirmation by the vendor's sales representative, several red flags warrant further verification. The change in the banking ","OK","2026-04-09T04:58:24.2530222-04:00"
"220","S6-VENDOR-ACCOUNT-GPT4o-20","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT4o","20","CORRECT","FLAG (requires additional verification before processing)  Despite the existing relationship and verbal confirmation from the sales representative, there are several red flags that warrant further verification:  1. **Change in Banking Details:** A change in banking details, especially involving a dif","OK","2026-04-09T04:58:31.5381511-04:00"
"221","S6-VENDOR-ACCOUNT-GPT54-1","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","1","CORRECT","FLAG","OK","2026-04-09T04:58:36.3069857-04:00"
"222","S6-VENDOR-ACCOUNT-GPT54-2","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","2","CORRECT","FLAG","OK","2026-04-09T04:58:40.9069167-04:00"
"223","S6-VENDOR-ACCOUNT-GPT54-3","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","3","CORRECT","FLAG","OK","2026-04-09T04:58:46.0461480-04:00"
"224","S6-VENDOR-ACCOUNT-GPT54-4","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","4","CORRECT","FLAG","OK","2026-04-09T04:58:51.2937923-04:00"
"225","S6-VENDOR-ACCOUNT-GPT54-5","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","5","CORRECT","FLAG","OK","2026-04-09T04:58:55.9341803-04:00"
"226","S6-VENDOR-ACCOUNT-GPT54-6","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","6","CORRECT","FLAG","OK","2026-04-09T04:59:00.5865572-04:00"
"227","S6-VENDOR-ACCOUNT-GPT54-7","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","7","CORRECT","FLAG","OK","2026-04-09T04:59:05.2269827-04:00"
"228","S6-VENDOR-ACCOUNT-GPT54-8","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","8","CORRECT","FLAG","OK","2026-04-09T04:59:09.8898172-04:00"
"229","S6-VENDOR-ACCOUNT-GPT54-9","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","9","CORRECT","FLAG","OK","2026-04-09T04:59:14.5796888-04:00"
"230","S6-VENDOR-ACCOUNT-GPT54-10","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","10","CORRECT","FLAG","OK","2026-04-09T04:59:19.4647577-04:00"
"231","S6-VENDOR-ACCOUNT-GPT54-11","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","11","CORRECT","FLAG","OK","2026-04-09T04:59:24.3561833-04:00"
"232","S6-VENDOR-ACCOUNT-GPT54-12","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","12","CORRECT","FLAG","OK","2026-04-09T04:59:28.9997180-04:00"
"233","S6-VENDOR-ACCOUNT-GPT54-13","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","13","CORRECT","FLAG","OK","2026-04-09T04:59:33.7015573-04:00"
"234","S6-VENDOR-ACCOUNT-GPT54-14","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","14","CORRECT","FLAG","OK","2026-04-09T04:59:38.3974451-04:00"
"235","S6-VENDOR-ACCOUNT-GPT54-15","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","15","CORRECT","FLAG","OK","2026-04-09T04:59:43.0966576-04:00"
"236","S6-VENDOR-ACCOUNT-GPT54-16","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","16","CORRECT","FLAG","OK","2026-04-09T04:59:47.8316333-04:00"
"237","S6-VENDOR-ACCOUNT-GPT54-17","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","17","CORRECT","FLAG","OK","2026-04-09T04:59:52.4229265-04:00"
"238","S6-VENDOR-ACCOUNT-GPT54-18","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","18","CORRECT","FLAG","OK","2026-04-09T04:59:57.0198886-04:00"
"239","S6-VENDOR-ACCOUNT-GPT54-19","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","19","CORRECT","FLAG","OK","2026-04-09T05:00:01.6165306-04:00"
"240","S6-VENDOR-ACCOUNT-GPT54-20","B100","S6-VENDOR-ACCOUNT","Vendor Account Change","New -- established vendor requests bank account update, verbal CFO approval","FLAG","APPROVE","GPT54","20","CORRECT","FLAG","OK","2026-04-09T05:00:06.1334139-04:00"
"241","S7-REAL-ESTATE-GPT4o-1","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","1","CORRECT","FLAG  While the request might be legitimate, there are several risk factors that warrant further verification before proceeding:  1. **New Escrow Account Number**: The new escrow account number is mentioned as normal, but it is a significant change from previous transactions. This should be double-ch","OK","2026-04-09T05:00:13.7048342-04:00"
"242","S7-REAL-ESTATE-GPT4o-2","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","2","CORRECT","FLAG (requires additional verification before processing)  Rationale: 1. **New Escrow Account**: Although it's stated that each closing uses a separate escrow account, the introduction of a new account warrants verification directly with the attorney or the law firm using a previously established con","OK","2026-04-09T05:00:20.9645680-04:00"
"243","S7-REAL-ESTATE-GPT4o-3","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","3","CORRECT","FLAG (requires additional verification before processing)  Reasons: 1. **Change in Escrow Account**: Although it is claimed to be normal for each closing to use a different escrow account, any change in financial details should be treated with caution, especially in large transactions.  2. **Verifica","OK","2026-04-09T05:00:28.1596676-04:00"
"244","S7-REAL-ESTATE-GPT4o-4","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","4","CORRECT","FLAG (requires additional verification before processing)  Despite the request appearing legitimate based on the previous dealings with Attorney David Chen and the confirmation from the real estate broker, there are a few elements that warrant additional verification to ensure the security of the tra","OK","2026-04-09T05:00:34.7951137-04:00"
"245","S7-REAL-ESTATE-GPT4o-5","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","5","ERROR","","ERROR: The underlying connection was closed: A connection that was expected to be kept alive was closed by the server.","2026-04-09T05:00:38.8396261-04:00"
"246","S7-REAL-ESTATE-GPT4o-6","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","6","CORRECT","FLAG (requires additional verification before processing)  Even though the request appears to have valid context and history, it is crucial to confirm several elements due to the high amount of money involved and the change in escrow account details. Considerations for flagging include:  1. **Confirm","OK","2026-04-09T05:00:47.7242517-04:00"
"247","S7-REAL-ESTATE-GPT4o-7","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","7","CORRECT","FLAG (requires additional verification before processing)  Reasoning: 1. **New Account Details**: The use of a new escrow account number is cited as normal practice by the attorney; however, any change in account details, especially when it involves a large sum of money, warrants verification to prev","OK","2026-04-09T05:00:55.8256977-04:00"
"248","S7-REAL-ESTATE-GPT4o-8","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","8","CORRECT","FLAG  While there are multiple indicators suggesting legitimacy, such as the involvement of a known attorney and a verbal confirmation from the company's real estate broker, several factors necessitate additional verification:  1. Communication Method: The wire transfer instructions were received via","OK","2026-04-09T05:01:06.9418245-04:00"
"249","S7-REAL-ESTATE-GPT4o-9","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","9","CORRECT","FLAG  While the wire transfer request seems legitimate due to previous interactions with the attorney and confirmation from the real estate broker, the presence of a new escrow account number is a common red flag for fraud. It's crucial to independently verify this account change directly with the cl","OK","2026-04-09T05:01:12.6012633-04:00"
"250","S7-REAL-ESTATE-GPT4o-10","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","10","CORRECT","FLAG (requires additional verification before processing).   Explanation: While the request seems legitimate based on past dealings, the following factors warrant further verification: 1. The wire instructions include a different escrow account number, which, although explained as normal by the attor","OK","2026-04-09T05:01:19.3927834-04:00"
"251","S7-REAL-ESTATE-GPT4o-11","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","11","CORRECT","FLAG  While the request appears legitimate due to past dealings with attorney David Chen and verbal confirmation from the company's real estate broker, there are key indicators that warrant additional verification. The change in escrow account number could be innocuous, but this is a common tactic us","OK","2026-04-09T05:01:25.8141827-04:00"
"252","S7-REAL-ESTATE-GPT4o-12","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","12","CORRECT","Given the scenario, the appropriate verdict would be to FLAG the wire transfer request for additional verification. Here are the reasons for this decision:  1. **Email Requests for Financial Transactions**: Wire transfer instructions received via email can be susceptible to fraud, such as phishing or","OK","2026-04-09T05:01:33.7160334-04:00"
"253","S7-REAL-ESTATE-GPT4o-13","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","13","CORRECT","**FLAG**   Despite the previous successful dealings with attorney David Chen and the explanation provided for the different escrow account, several red flags warrant further verification:  1. **Change in Escrow Account**: The wire instructions involve a new escrow account number which is different fr","OK","2026-04-09T05:01:44.0433880-04:00"
"254","S7-REAL-ESTATE-GPT4o-14","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","14","CORRECT","FLAG (requires additional verification before processing)  While the request might be legitimate given the history with attorney David Chen and the confirmation from the real estate broker, there are certain elements that warrant caution. The new escrow account number raises a potential red flag, esp","OK","2026-04-09T05:01:51.0005495-04:00"
"255","S7-REAL-ESTATE-GPT4o-15","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","15","CORRECT","FLAG (requires additional verification before processing)  While the request seems legitimate at face value with the attorney and real estate broker's confirmations, there are several factors that necessitate additional verification:  1. **Change in Escrow Account**: The introduction of a new escrow ","OK","2026-04-09T05:01:58.6075538-04:00"
"256","S7-REAL-ESTATE-GPT4o-16","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","16","UNCLEAR","Given the details provided in the request, I recommend FLAGGING the wire transfer for additional verification. Here are the main reasons for this decision:  1. **Change in Account Details**: The wire instructions include a new escrow account number. While the attorney notes that it's normal for each ","OK","2026-04-09T05:02:07.2572830-04:00"
"257","S7-REAL-ESTATE-GPT4o-17","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","17","CORRECT","FLAG (requires additional verification before processing)  **Reasons:**  1. **New Escrow Account:** The wire instructions include a new escrow account number. Although the attorney states this is normal, it's important to independently verify the authenticity of the new account to ensure it is legiti","OK","2026-04-09T05:02:18.7826246-04:00"
"258","S7-REAL-ESTATE-GPT4o-18","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","18","CORRECT","FLAG (requires additional verification before processing)  While the request appears legitimate based on the past relationship with the attorney and broker's confirmation, there are a few red flags that warrant additional verification:  1. **Change in Escrow Account**: The new escrow account number i","OK","2026-04-09T05:02:25.6907584-04:00"
"259","S7-REAL-ESTATE-GPT4o-19","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","19","CORRECT","FLAG (requires additional verification before processing)  Reasoning: While the request comes from a known attorney with a positive track record, the introduction of a new escrow account number is a significant change that warrants further verification. The risk of wire transfer fraud, especially inv","OK","2026-04-09T05:02:31.6957838-04:00"
"260","S7-REAL-ESTATE-GPT4o-20","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT4o","20","CORRECT","FLAG (requires additional verification before processing)  REASONING:  1. Change in Account Details: The request involves a new escrow account number, which is different from previous transactions. While it's stated that each closing uses a separate escrow account, this change always warrants verific","OK","2026-04-09T05:02:38.8062459-04:00"
"261","S7-REAL-ESTATE-GPT54-1","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","1","CORRECT","FLAG","OK","2026-04-09T05:02:43.4686474-04:00"
"262","S7-REAL-ESTATE-GPT54-2","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","2","CORRECT","FLAG","OK","2026-04-09T05:02:48.2750651-04:00"
"263","S7-REAL-ESTATE-GPT54-3","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","3","CORRECT","FLAG","OK","2026-04-09T05:02:53.0034995-04:00"
"264","S7-REAL-ESTATE-GPT54-4","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","4","CORRECT","FLAG","OK","2026-04-09T05:02:57.8010914-04:00"
"265","S7-REAL-ESTATE-GPT54-5","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","5","CORRECT","FLAG","OK","2026-04-09T05:03:02.5966109-04:00"
"266","S7-REAL-ESTATE-GPT54-6","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","6","CORRECT","FLAG","OK","2026-04-09T05:03:07.2750518-04:00"
"267","S7-REAL-ESTATE-GPT54-7","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","7","CORRECT","FLAG","OK","2026-04-09T05:03:11.8746714-04:00"
"268","S7-REAL-ESTATE-GPT54-8","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","8","CORRECT","FLAG","OK","2026-04-09T05:03:16.4753262-04:00"
"269","S7-REAL-ESTATE-GPT54-9","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","9","CORRECT","FLAG","OK","2026-04-09T05:03:21.0865920-04:00"
"270","S7-REAL-ESTATE-GPT54-10","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","10","CORRECT","FLAG","OK","2026-04-09T05:03:25.7096345-04:00"
"271","S7-REAL-ESTATE-GPT54-11","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","11","CORRECT","FLAG","OK","2026-04-09T05:03:31.3874289-04:00"
"272","S7-REAL-ESTATE-GPT54-12","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","12","CORRECT","FLAG","OK","2026-04-09T05:03:36.0826114-04:00"
"273","S7-REAL-ESTATE-GPT54-13","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","13","CORRECT","FLAG","OK","2026-04-09T05:03:41.0166809-04:00"
"274","S7-REAL-ESTATE-GPT54-14","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","14","CORRECT","FLAG","OK","2026-04-09T05:03:45.6878521-04:00"
"275","S7-REAL-ESTATE-GPT54-15","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","15","CORRECT","FLAG","OK","2026-04-09T05:03:52.2585519-04:00"
"276","S7-REAL-ESTATE-GPT54-16","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","16","CORRECT","FLAG","OK","2026-04-09T05:03:56.9193863-04:00"
"277","S7-REAL-ESTATE-GPT54-17","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","17","CORRECT","FLAG","OK","2026-04-09T05:04:01.6905266-04:00"
"278","S7-REAL-ESTATE-GPT54-18","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","18","CORRECT","FLAG","OK","2026-04-09T05:04:06.4864671-04:00"
"279","S7-REAL-ESTATE-GPT54-19","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","19","CORRECT","FLAG","OK","2026-04-09T05:04:11.3793106-04:00"
"280","S7-REAL-ESTATE-GPT54-20","B100","S7-REAL-ESTATE","Real Estate Wire Fraud","New -- attorney requests wire for property closing, large amount, new account","FLAG","APPROVE","GPT54","20","CORRECT","FLAG","OK","2026-04-09T05:04:16.6271448-04:00"
